NAME: ,team10 walk5,,
22.1,-3.44,1.68,-1.38
22.2,-6.58,1.49,-1.34
22.3,-13.39,3.17,0.84
22.4,-8.99,3.63,-3.4
22.5,-5.78,0.69,-4.05
22.6,-12.43,4.86,-3.9
22.7,-6.39,3.75,-3.98
22.8,-4.25,4.13,-2.75
22.9,-12.97,6.12,-2.37
23,-12.39,6.12,-1.3
23.1,-9.06,5.09,-4.67
23.2,-10.4,5.35,-4.55
23.3,-8.26,3.98,-2.37
23.4,-5.89,0.92,-1.84
23.5,-6.04,0.19,-0.54
23.6,-15.6,3.86,2.64
23.7,-14.27,3.63,-2.64
23.8,-12.05,6.35,-4.25
23.9,-6.69,3.1,-3.17
24,-6.58,2.91,-2.52
24.1,-6.96,4.13,-3.21
24.2,-9.87,6.27,0.46
24.3,-10.9,5.16,-5.85
24.4,-12.43,5.58,-6.39
24.5,-7.38,4.74,-2.68
24.6,-4.86,1.07,-1.99
24.7,-7.38,2.18,-0.57
24.8,-14.38,5.2,2.22
24.9,-12.66,3.17,-3.63
25,-7.5,7.42,-4.82
25.1,-7.15,4.47,-2.98
25.2,-5.43,2.72,-3.25
25.3,-4.28,3.75,-1.38
25.4,-13.58,6.96,-0.57
25.5,-10.75,9.52,-5.43
25.6,-10.52,5.05,-6.54
25.7,-7,5.24,-2.6
25.8,-5.66,1.99,-0.57
25.9,-4.28,1.76,-0.19
26,-13,2.52,1.3
26.1,-10.94,2.64,-3.44
26.2,-3.21,2.29,-1.76
26.3,-10.82,5.43,-4.67
26.4,-6.27,2.52,-4.25
26.5,-6.65,3.25,-1.9545103
26.9,-10.75,4.21,-5.5545107
27.3,-13.12,3.75,4.21
27.4,-16.94,2.68,-5.09
27.5,-11.55,6.43,-5.05
27.6,-6.5,3.44,-3.52
27.7,-6.27,4.4,-1.42
27.8,-6.54,5.66,-0.27
27.9,-9.68,4.63,-0.65
28,-10.98,5.58,-6.16
28.1,-11.59,5.55,-5.2
28.2,-7.04,4.78,-2.52
28.3,-5.09,1.53,-1.07
28.4,-7.61,2.56,0.69
28.5,-14.19,6.81,1.42
28.6,-6.54,1.45,-5.12
28.7,-9.64,4.17,-3.71
28.8,-6.39,2.64,-3.29
28.9,-7.04,4.4,-0.88
29,-9.64,3.98,-2.41
29.1,-11.17,7.34,-3.6
29.2,-8.64,4.97,-5.7
29.3,-8.72,5.05,-3.56
29.4,-5.78,2.29,-1.72
29.5,-5.39,1.19,-0.61
29.6,-13,3.14,1.34
29.7,-11.32,2.98,-3.48
29.8,-5.16,4.36,-3.67
29.9,-7.08,3.48,-2.75
30,-5.39,3.6,-2.72
30.1,-6.43,4.93,-1.11
30.2,-10.29,4.32,-1.99
30.3,-9.79,8.49,-3.98
30.4,-8.68,6.46,-7.15
30.5,-9.03,5.7,-3.82
30.6,-5.35,2.22,-2.29
30.7,-4.9,1.22,-1.26
30.8,-9.98,4.13,-1.03
30.9,-8.87,5.7,-1.72
31,-3.86,0.42,-3.37
31.1,-8.03,4.47,-3.17
31.2,-6.39,3.06,-3.1
31.3,-5.12,4.28,-1.76
31.4,-12.77,5.01,-1.38
31.5,-11.59,9.45,-6.43
31.6,-8.41,4.63,-6.2
31.7,-8.45,4.7,-3.75
31.8,-5.81,2.29,-1.91
31.9,-5.2,0.88,-0.57
32,-12.81,2.41,1.26
32.1,-7.57,3.6,-4.3245159
32.5,-6.81,4.7,-1.19
32.6,-10.71,4.02,-1.76
32.7,-10.06,6.43,0.08
32.8,-11.44,6.35,-8.41
32.9,-8.91,5.01,-4.13
33,-5.62,1.95,-1.8
33.1,-5.62,1.76,-0.11
33.2,-9.41,4.51,0.11
33.3,-8.95,4.28,-0.57
33.4,-7.73,1.61,-4.51
33.5,-10.52,4.47,-2.75
33.6,-4.9,3.1,-2.6
33.7,-6.65,3.71,-2.03
33.8,-9.75,4.74,-2.26
33.9,-10.25,8.72,-3.94
34,-7.73,5.24,-6.54
34.1,-9.79,6.35,-4.02
34.2,-6.23,2.56,-2.14
34.3,-5.24,0.96,-1.45
34.4,-9.03,3.75,-0.99
34.5,-11.32,4.67,-1.03
34.6,-5.55,3.48,-4.28
34.7,-6.35,5.66,-1.57
34.8,-6.54,2.68,-3.4
34.9,-5.89,2.75,-1.11
35,-10.1,5.85,-2.26
35.1,-10.17,10.71,-5.39
35.2,-9.75,5.47,-6.16
35.3,-8.64,4.7,-3.75
35.4,-4.36,2.22,-2.26
35.5,-5.81,1.49,-0.84
35.6,-11.93,5.51,1.45
35.7,-9.98,4.44,-1.91
35.8,-4.82,2.33,-2.79
35.9,-7.57,4.44,-1.99
36,-5.81,2.72,-3.25
36.1,-7.69,4.59,-0.96
36.2,-9.14,4.05,-1.99
36.3,-8.68,7.38,-1.15
36.4,-8.8,6.31,-5.78
36.5,-10.98,5.7,-4.36
36.6,-5.74,2.72,-1.84
36.7,-5.81,2.1,-1.42
36.8,-8.3,3.33,-2.49
36.9,-8.76,5.55,2.87
37,-14.8,4.21,-3.94
37.1,-17.33,10.06,-3.6
37.2,-6.54,3.48,-2.83
37.3,-4.7,3.06,-2.22
37.4,-8.45,5.66,-1.49
37.5,-8.91,5.16,-0.7345213
38.2,-9.03,2.98,-1.22
38.3,-6.77,0.92,-4.36
38.4,-15.49,5.85,-3.48
38.5,-7.73,3.63,-3.71
38.6,-4.74,3.56,-2.37
38.7,-6.35,5.81,-0.54
38.8,-11.89,5.39,-0.34
38.9,-10.17,7.5,-3.6
39,-9.1,5.55,-5.78
39.1,-9.22,5.12,-4.25
39.2,-4.02,2.41,-2.29
39.3,-7.38,1.38,-1.38
39.4,-9.71,5.32,0.92
39.5,-10.06,5.47,-0.27
39.6,-6.31,-0.11,-4.51
39.7,-12.32,4.7,-2.79
39.8,-7.04,3.52,-3.14
39.9,-6.27,4.28,-1.87
40,-8.95,5.16,-1.72
40.1,-10.36,4.51,-1.26
40.2,-9.03,6,-6.04
40.3,-11.28,7.42,-4.63
40.4,-7.73,4.78,-1.95
40.5,-4.05,0.31,-1.72
40.6,-8.49,3.48,-0.46
40.7,-11.82,6.58,4.93
40.8,-13.62,1.95,-3.44
40.9,-16.68,9.37,-2.98
41,-5.81,3.63,-3.14
41.1,-6.43,4.13,-2.26
41.2,-6.46,4.63,-1.22
41.3,-10.75,4.93,-1.8
41.4,-9.87,8.72,-4.78
41.5,-10.21,7.15,-5.81
41.6,-9.87,6.23,-3.29
41.7,-4.32,2.29,-2.18
41.8,-5.93,1.53,-0.96
41.9,-9.45,4.4,0.34
42,-10.59,3.52,0.04
42.1,-4.93,0.73,-4.32
42.2,-9.83,5.74,-3.63
42.3,-7.42,3.1,-3.63
42.4,-4.74,3.6,-2.52
42.5,-7.46,4.63,-0.19
42.6,-11.17,4.4,0.92
42.7,-9.1,6.12,-3.75
42.8,-11.13,6.69,-6.62
42.9,-9.29,6.54,-1.45
43,-3.06,0.38,-1.68
43.1,-9.71,1.68,-0.1545269
43.9,-9.48,4.97,0.46
44,-7.15,5.47,-0.46
44.1,-11.4,4.93,-6.92
44.2,-12.97,5.66,-9.6
44.3,-7.53,4.9,-2.98
44.4,-3.25,1.42,-2.07
44.5,-7,3.06,0.96
44.6,-12.62,4.9,1.95
44.7,-9.64,2.79,-1.53
44.8,-4.93,0.08,-6.16
44.9,-13.35,4.93,-4.32
45,-7.84,3.29,-3.1
45.1,-5.35,5.32,-1.76
45.2,-7,4.93,1.76
45.3,-8.61,3.75,0.34
45.4,-9.6,6.04,-3.71
45.5,-10.79,4.97,-8.34
45.6,-9.87,3.25,-4.13
45.7,-5.05,2.45,-2.14
45.8,-5.66,3.71,-0.54
45.9,-10.4,1.99,1.84
46,-11.59,4.82,4.25
46.1,-14.15,2.1,-2.56
46.2,-13.62,4.4,-4.59
46.3,-7.92,4.09,-2.6
46.4,-6.27,2.75,-3.67
46.5,-7,4.97,-0.08
46.6,-10.06,3.06,-1.99
46.7,-10.98,7,-4.86
46.8,-8.18,5.43,-5.28
46.9,-9.79,4.97,-3.71
47,-5.09,1.84,-1.57
47.1,-6.23,2.72,-0.19
47.2,-8.87,4.82,-0.57
47.3,-9.68,4.9,-0.27
47.4,-7.27,0.54,-4.13
47.5,-13.12,5.93,-4.82
47.6,-7.15,3.98,-2.75
47.7,-5.93,3.37,-2.29
47.8,-6.5,6.16,-0.46
47.9,-9.91,4.13,-1.34
48,-11.09,6.43,-4.17
48.1,-10.02,6.62,-5.55
48.2,-9.91,5.62,-2.98
48.3,-4.21,1.8,-1.34
48.4,-6.77,0.96,-0.27
48.5,-12.32,4.44,3.67
48.6,-12.47,3.48,-1.42
48.7,-11.36,6.08,-4.2545325
49.1,-9.22,5.05,-2.41
49.2,-9.87,7.76,-3.14
49.3,-9.6,4.97,-6.43
49.4,-11.32,5.32,-6.23
49.5,-7.73,4.4,-3.14
49.6,-4.47,0.69,-1.84
49.7,-6.77,1.72,-1.19
49.8,-12.39,4.82,0.34
49.9,-10.9,3.4,-2.83
50,-2.91,2.45,-2.79
50.1,-11.32,5.32,-3.75
50.2,-5.81,3.21,-3.14
50.3,-5.05,3.29,-2.03
50.4,-8.8,4.32,-1.49
50.5,-9.94,5.85,-0.23
50.6,-9.33,5.05,-4.7
50.7,-12.43,6.12,-5.7
50.8,-8.41,4.86,-2.22
50.9,-3.56,1.15,-2.03
51,-9.1,1.64,-0.34
51.1,-13.23,4.44,2.72
51.2,-9.91,4.02,-1.64
51.3,-6.92,4.28,-3.56
51.4,-8.22,5.85,-1.34
51.5,-5.01,0.54,-3.75
51.6,-5.66,3.63,-2.22
51.7,-10.21,5.24,-1.38
51.8,-10.75,7.08,-0.54
51.9,-9.94,6.5,-7.04
52,-10.21,6.43,-4.74
52.1,-5.28,3.79,-1.38
52.2,-4.36,0.46,-1.91
52.3,-9.87,3.71,-2.49
52.4,-9.94,5.93,4.93
52.5,-18.43,4.51,-2.87
52.6,-10.06,7.38,-4.4
52.7,-7.53,4.78,-3.37
52.8,-6.16,2.26,-3.4
52.9,-6.2,3.75,-2.26
53,-6.85,1.72,-0.69
53.1,-7.88,5.09,-3.86
53.2,-12.2,5.2,-10.29
53.3,-9.06,4.47,-6.5
53.4,-4.74,0.08,-3.4
53.5,-6.08,3.37,-0.38
53.6,-7.46,2.1,-0.99
53.7,-10.59,2.87,-0.5
53.8,-7.92,2.49,-3.63
53.9,-14.88,3.52,-4.97
54,-6.73,5.05,-2.22
54.1,-5.78,3.48,-3.3345379
54.8,-5.16,1.15,-1.87
54.9,-6.77,3.14,-0.5
55,-8.41,1.76,-0.04
55.1,-13.58,4.97,-2.1
55.2,-7.15,0.99,-5.2
55.3,-14,5.74,-4.4
55.4,-5.78,3.75,-4.09
55.5,-6.16,4.09,-3.29
55.6,-5.2,3.1,-0.88
55.7,-10.17,3.79,-0.65
55.8,-11.4,7.34,-1.19
55.9,-11.01,6.46,-7.23
56,-10.48,4.93,-5.39
56.1,-5.89,3.9,-3.29
56.2,-4.74,1.53,-2.41
56.3,-7.96,2.1,-1.15
56.4,-12.93,2.94,0.27
56.5,-9.06,1.91,-2.79
56.6,-3.52,2.94,-2.72
56.7,-11.17,6.65,-3.02
56.8,-5.24,2.41,-3.75
56.9,-5.55,3.82,-2.87
57,-6.27,3.71,-1.53
57.1,-10.17,5.01,1.91
57.2,-9.87,7.69,-2.18
57.3,-8.95,6.08,-7.96
57.4,-10.17,5.51,-3.4
57.5,-4.9,3.21,-2.14
57.6,-7.65,3.98,-0.65
