NAME: ,team10 run3,,
9.2,-4.74,16.52,-2.18
9.3,0.31,2.72,-0.57
9.4,-1.91,0.42,-1.26
9.5,7.19,18.7,-2.72
9.6,-0.08,17.36,-8.61
9.7,0.73,2.14,-3.75
9.8,-0.99,-1.03,-1.76
9.9,-1.61,16.9,-5.66
10,2.26,19.51,-8.26
10.1,-4.32,9.14,-3.02
10.2,0.04,2.45,-0.38
10.3,-1.64,9.52,6.46
10.4,1.26,15.99,-3.79
10.5,0.04,9.91,-5.05
10.6,-0.46,0.34,-0.69
10.7,3.37,3.17,3.86
10.8,-1.3,15.3,-1.68
10.9,-2.07,16.98,-4.36
11,-2.26,2.56,0.3175224
11.2,7.99,19.51,-2.72
11.3,3.52,16.37,-6.35
11.4,-1.15,-4.47,-1.07
11.5,-0.08,2.91,-1.64
11.6,-3.98,5.28,-0.88
11.7,-1.49,18.36,-7.42
11.8,-1.42,10.17,-3.67
11.9,0.96,-0.34,-3.21
12,-2.72,19.51,11.93
12.1,4.67,19.51,-2.83
12.2,2.22,3.14,-0.99
12.3,0.88,-3.25,-2.49
12.4,7.99,19.51,6
12.5,4.82,19.51,-4.17
12.6,-0.61,11.47,-5.62
12.7,-1.11,0.65,0.19
12.8,0.99,19.35,2.87
12.9,1.3,19.08,-5.62
13,-0.5,1.99,-4.17
13.1,-0.88,-3.52,-1.8
13.2,10.06,18.21,-1.8
13.3,4.63,19.51,-3.71
13.4,-1.76,8.99,-3.48
13.5,-1.76,1.68,-0.11
13.6,-0.96,19.51,4.82
13.7,-0.08,19.39,-0.54
13.8,2.1,8.57,-3.67
13.9,-2.14,-2.83,-0.04
14,13.85,14,-11.78
14.1,-0.38,10.56,-2.29
14.2,-3.9,12.51,-2.72
14.3,-1.26,2.72,0.54
14.4,-3.14,1.99,0.8
14.5,3.48,17.78,-4.09
14.6,3.67,10.86,-6.16
14.7,-3.25,-1.72,0.34
14.8,3.21,6.96,9.33
14.9,-4.32,12.77,-2.07
15,-1.53,16.1,-6.65
15.1,-1.42,2.41,0.54
15.2,0.57,0.04,-0.99
15.3,4.13,19.51,1.38
15.4,-1.26,19.51,-7.61
15.5,-0.27,3.4,-3.79
15.6,1.38,-1.45,-3.25
15.7,1.91,19.51,-3.14
15.8,6.81,19.51,-3.37
15.9,-1.53,9.52,-2.1
16,-0.5,1.84,0.23
16.1,-2.33,15.72,2.94
16.2,1.07,19.47,-5.16
16.3,1.19,4.63,-5.7075277
16.5,5.16,12.54,-8.76
16.6,4.32,16.33,-3.02
16.7,-3.06,9.64,-2.64
16.8,-0.84,2.22,0.19
16.9,0.46,9.14,2.98
17,4.78,19.51,-0.46
17.1,2.72,10.71,-5.24
17.2,-1.49,-3.06,-3.48
17.3,5.05,10.59,-2.18
17.4,-2.94,12.51,-1.45
17.5,-3.94,12.32,-4.21
17.6,-0.38,2.29,-0.5
17.7,-3.1,2.37,0.42
17.8,4.36,19.51,-0.19
17.9,3.02,10.59,-4.47
18,-0.57,-4.36,-3.17
18.1,5.78,9.22,0.65
18.2,-2.72,11.44,-4.05
18.3,-3.82,10.17,-3.56
18.4,-1.22,3.75,0.73
18.5,0.61,8.76,2.52
18.6,1.95,19.51,-3.02
18.7,0.5,5.01,-5.47
18.8,-1.8,-6.65,-3.63
18.9,6.58,19.54,-7
19,0.31,8.87,-1.42
19.1,-3.4,11.86,-4.86
19.2,-1.3,8.38,-3.67
19.3,-1.42,0.46,-2.49
19.4,-0.34,15.18,-0.69
19.5,-2.6,16.98,-4.74
19.6,0.99,7.99,-6.04
19.7,-2.41,-2.98,0.92
19.8,-0.46,3.25,6.65
19.9,0.99,10.86,-4.44
20,-4.82,16.06,-7.84
20.1,-3.14,5.85,-0.34
20.2,0.54,0.99,-1.61
20.3,0.84,16.98,-4.74
20.4,-1.19,19.51,-7.04
20.5,0.19,3.02,-4.59
20.6,-0.57,0,-3.21
20.7,7.46,18.82,-4.59
20.8,3.52,13.27,-2.41
20.9,-3.98,15.57,-5.51
21,0.61,5.62,-0.65
21.1,-0.76,-0.76,-1.95
21.2,5.16,19.28,1.07
21.3,2.26,18.82,-6.73
21.4,-0.88,0.61,-5.9375328
21.6,-14.46,18.24,-0.347533
21.9,0.76,1.26,-2.5675333
22.1,2.64,19.51,-7.42
22.2,-4.55,-1.99,-3.4475336
22.5,-4.51,19.51,-7.9975339
22.7,1.07,0.65,-3.44
22.8,2.56,12.43,1.19
22.9,-0.34,19.51,-7.15
23,-1.64,-1.34,-6.04
23.1,2.64,3.71,-5.62
23.2,-3.06,11.59,-4.55
23.3,-3.29,19.51,-9.14
23.4,0.84,5.62,-5.3575348
23.6,-2.29,19.51,4.74
23.7,-1.57,18.74,-7.27
23.8,-0.84,2.03,-4.44
23.9,-1.64,-0.92,-3.56
24,-5.78,19.51,-12.01
24.1,2.18,19.51,-8.11
24.2,0.27,6.12,-2.33
24.3,1.11,1.34,-1.53
24.4,-3.86,16.9,5.66
24.5,-1.72,15.64,-2.26
24.6,1.72,6.58,-5.55
24.7,-2.26,-2.75,0.8
24.8,2.41,5.47,3.9
24.9,-0.57,12.39,-6.31
25,-2.1,13.58,-7.3
25.1,-2.94,4.21,-1.11
25.2,-0.08,1.38,-0.92
25.3,0.96,19.51,2.18
25.4,1.76,19.51,-6.23
25.5,-0.08,5.74,-5.81
25.6,-1.38,-0.19,-3.06
25.7,2.52,3.71,3.79
25.8,-2.29,12.28,-5.28
25.9,-1.53,14.53,-3.06
26,-1.49,3.4,-1.42
26.1,-0.04,4.32,2.6
26.2,4.9,19.51,-0.57
26.3,1.95,13.42,-6.77
26.4,-1.61,-2.68,-3.14
26.5,3.37,8.38,2.14
26.6,-3.06,9.18,-2.49
26.7,-5.12,14,-4.21
26.8,0.76,4.25,-3.82
26.9,-3.06,1.3,-0.11
27,4.32,19.12,-4.9
27.1,2.52,18.51,-6.54
27.2,-2.37,-2.07,-1.61
27.3,2.52,3.33,7.84
27.4,-4.09,11.24,-2.49
27.5,-5.2,15.87,-4.21
27.6,1.72,3.17,-1.347539
27.9,1.95,18.89,-8.22
28,-4.63,-1.8,-2.29
28.1,2.72,5.01,-2.87
28.2,-9.45,7.65,-3.06
28.3,-4.93,19.51,-6.81
28.4,0.73,5.43,-4.51
28.5,0.27,0.99,-2.52
28.6,2.64,19.51,0.04
28.7,3.06,19.51,-7.92
28.8,-4.02,-1.87,-4.55
28.9,1.76,2.1,0.96
29,-9.33,7,-2.49
29.1,-7.8,19.51,-9.6
29.2,2.1,5.7,-2.94
29.3,-3.29,-0.88,-1.72
29.4,4.02,14.53,3.14
29.5,-0.27,16.6,-8.38
29.6,-1.38,4.86,-7.19
29.7,-0.88,0.46,-2.22
29.8,11.01,15.87,-6.5
29.9,5.47,19.43,-7.38
30,-2.33,7.92,-3.67
30.1,0.92,1.22,0.42
30.2,-1.49,5.89,8.3
30.3,-4.36,17.9,-1.57
30.4,3.56,11.67,-4.86
30.5,-0.34,-0.54,-0.15
30.6,-1.42,3.06,3.02
30.7,-2.75,6.73,0.42
30.8,-6.81,19.51,-7.61
30.9,-0.15,4.47,-2.64
31,-0.15,0.88,-1.3
31.1,1.19,16.25,0.11
31.2,-2.03,17.29,-8.76
31.3,0,6,-6.73
31.4,-1.8,-1.91,-2.14
31.5,5.74,9.71,1.84
31.6,-4.9,12.24,-4.4
31.7,-5.39,15.53,-4.9
31.8,-0.34,3.1,-3.29
31.9,0.69,1.61,-0.76
32,6.88,19.51,1.34
32.1,2.72,18.97,-9.06
32.2,-0.19,0.46,-5.51
32.3,-0.23,1.15,-2.52
32.4,-18.7,12.58,-4.25
32.5,-0.54,16.64,-10.75
32.6,1.64,4.36,-2.75
32.7,-2.83,0.8,-1.45
32.8,7.19,18.32,-4.2575442
33.3,3.71,19.08,-6.77
33.4,-2.14,11.55,-4.4
33.5,0.15,2.22,0.08
33.6,-1.34,2.26,6.85
33.7,2.41,17.94,0.19
33.8,4.28,15.07,-4.82
33.9,-3.37,-0.99,-0.38
34,5.16,6.27,0.69
34.1,-5.85,12.09,-1.64
34.2,-7.88,17.1,-4.63
34.3,0.27,4.78,-1.84
34.4,-1.42,0.99,-1.38
34.5,12.58,19.51,7.84
34.6,1.68,18.97,-7.11
34.7,-1.07,1.26,-5.2
34.8,0.11,0.99,-1.49
34.9,-9.71,7.88,1.76
35,-12.2,19.51,-6.85
35.1,1.76,5.24,-3.4
35.2,-2.94,-2.14,-1.15
35.3,-0.69,13.12,-6.81
35.4,-0.38,19.51,-9.37
35.5,1.3,5.81,-6.35
35.6,-2.41,-1.45,-2.37
35.7,2.22,9.71,6.81
35.8,-5.89,10.56,-2.14
35.9,-6.35,18.47,-8.57
36,-0.96,1.87,-0.73
36.1,1.45,0.61,-2.49
36.2,6.46,19.43,0.27
36.3,-0.23,19.51,-5.97
36.4,-1.68,-1.91,-4.13
36.5,1.87,1.07,-2.52
36.6,12.85,19.51,-3.94
36.7,4.13,18.66,-6.46
36.8,-0.96,8.91,-3.48
36.9,0.34,0.76,1.03
37,2.37,8.61,10.94
37.1,2.79,17.17,-0.19
37.2,3.94,10.21,-4.17
37.3,-2.29,-2.64,-0.69
37.4,5.28,6.62,5.55
37.5,-3.75,10.25,-0.88
37.6,-9.14,18.66,-7
37.7,1.87,4.4,-2.56
37.8,-0.31,0.92,-2.56
37.9,9.29,17.94,1.53
38,3.67,19.51,-8.26
38.1,-3.79,-1.38,-2.72
38.2,0.57,1.68,-3.25
38.3,-8.64,7.73,-4.36
38.4,-6.62,19.51,-10.9875498
38.8,-0.34,19.51,-6.92
38.9,-0.69,0.76,-6.77
39,1.45,-0.11,-1.26
39.1,-2.56,19.51,-4.21
39.2,8.22,19.08,-5.66
39.3,-1.34,4.78,-2.79
39.4,1.38,3.44,-1.64
39.5,-3.94,18.66,3.02
39.6,-1.95,19.51,-10.44
39.7,-2.33,-0.04,-3.02
39.8,1.91,-2.68,-2.72
39.9,-1.11,19.51,-2.87
40,4.67,19.51,-8.68
40.1,1.26,9.56,-5.05
40.2,1.61,3.02,-0.46
40.3,-3.67,17.48,4.28
40.4,-1.19,19.51,-6.69
40.5,3.48,6.16,-4.74
40.6,0.34,-2.87,-4.02
40.7,6.96,17.33,-5.51
40.8,2.75,16.52,-4.47
40.9,-3.21,9.94,-4.55
41,0.8,3.63,0.96
41.1,-8.22,1.11,6.04
41.2,3.1,19.51,0.42
41.3,2.79,10.02,-3.44
41.4,-2.07,-5.16,-3.17
41.5,3.06,9.56,6.69
41.6,-3.6,15.11,-3.02
41.7,-4.7,12.16,-3.9
41.8,-0.69,3.02,-0.8
41.9,-3.4,1.03,2.22
42,3.86,19.51,0.11
42.1,3.75,15.6,-6.58
42.2,-4.09,-2.83,-0.38
42.3,0.27,-0.08,-4.9
42.4,-6.81,6.43,-0.76
42.5,-10.63,19.51,-6.96
42.6,-0.23,4.78,-2.91
42.7,-3.48,-0.34,-1.45
42.8,5.43,16.29,0.08
42.9,-3.75,19.43,-6.58
43,-0.69,7.88,-6.31
43.1,-1.87,-1.38,-2.07
43.2,5.97,9.56,0.73
43.3,-1.68,11.93,-2.75
43.4,-6.69,16.03,-5.66
43.5,1.42,3.82,-1.57
43.6,-0.5,0.73,-2.07
43.7,7.15,15.03,1.3
43.8,0.15,19.51,-5.1675552
44.1,0.5,19.51,-11.89
44.2,4.86,17.33,-5.62
44.3,-2.64,14.34,-1.26
44.4,0.76,0.96,0.46
44.5,-2.56,5.58,4.97
44.6,3.67,19.12,-1.26
44.7,2.41,13.04,-5.66
44.8,-2.45,-0.11,-1.95
44.9,-0.34,3.06,-2.87
45,-9.56,11.86,-0.69
45.1,-3.56,19.51,-9.06
45.2,0.57,3.29,-2.68
45.3,0,-0.23,-2.18
45.4,12.01,19.51,-1.76
45.5,2.45,17.25,-7.57
45.6,-0.27,-2.68,-3.56
45.7,1.57,4.17,-4.32
45.8,-6.69,4.4,-2.75
45.9,-0.54,19.51,-12.05
46,1.42,4.55,-3.6
46.1,0.61,4.17,-2.1
46.2,-3.63,18.47,2.37
46.3,0.27,19.51,-6.92
46.4,0.42,4.82,-5.81
46.5,-0.31,-1.26,-1.76
46.6,7.46,13.39,-1.91
46.7,2.1,13.73,-3.37
46.8,-2.79,12.89,-5.85
46.9,-0.76,1.68,2.29
47,-2.72,1.76,0.08
47.1,0.92,17.67,-1.72
47.2,4.25,17.71,-6.62
47.3,-1.95,-2.64,-1.99
47.4,4.55,4.9,7.19
47.5,-8.61,9.71,-2.37
47.6,-5.16,14.95,-5.62
47.7,-0.84,4.63,-2.49
47.8,1.68,1.57,-1.42
47.9,-3.21,16.14,-2.91
48,-0.38,17.94,-7.53
48.1,-2.79,6,-6.04
48.2,-2.33,-1.45,-4.05
48.3,9.71,19.51,-8.8
48.4,2.94,19.51,-6.92
48.5,-1.57,9.68,-2.68
48.6,1.07,3.14,0.27
48.7,-3.56,-1.03,0.11
48.8,5.24,19.51,-2.29
48.9,3.79,18.63,-6.23
49,-3.71,-4.09,-1.1975604
49.2,-5.32,12.09,-1.72
49.3,-6.73,16.6,-4.44
49.4,0.61,3.6,-3.48
49.5,-0.34,-1.3,-2.52
49.6,8.61,19.51,-6
49.7,3.56,19.51,-9.87
49.8,-0.46,-6.08,1.42
49.9,0.96,-1.03,8.26
50,-6.85,4.9,-1.68
50.1,-2.87,15.99,-6
50.2,-1.45,6.65,-2.41
50.3,2.72,2.33,-1.19
50.4,-7.27,0.46,3.79
50.5,3.06,19.43,1.07
50.6,4.4,16.94,-6.73
50.7,-2.03,-1.26,-0.84
50.8,-0.61,2.03,-3.63
50.9,-8.34,19.51,-5.28
51,-0.46,19.51,-10.1
51.1,1.19,4.97,-2.52
51.2,0.5,1.42,-0.99
51.3,-3.98,19.51,4.17
51.4,-2.6,17.17,-5.97
51.5,-1.03,-0.61,-4.32
51.6,2.91,-0.31,-2.79
51.7,-11.24,19.51,-8.34
51.8,5.43,19.51,-4.7
51.9,-0.19,6.23,-3.29
52,-0.34,1.72,0.04
52.1,0.38,14.8,6.23
52.2,0.88,17.86,-0.76
52.3,2.22,4.74,-4.21
52.4,-3.17,-1.49,-1.84
52.5,5.24,4.78,9.14
52.6,-8.41,14.57,-4.32
52.7,-4.67,11.01,-4.36
52.8,-1.03,3.37,-0.42
52.9,-2.14,1.57,-0.8
53,6.04,19.35,1.22
53.1,4.25,17.17,-6.35
53.2,-1.95,-1.64,-1.91
53.3,-1.22,4.7,-6.77
53.4,-6.08,9.18,-0.11
53.5,-9.83,19.51,-5.93
53.6,-1.53,2.64,0.54
53.7,0.08,0.08,-1.72
53.8,5.62,19.51,-2.91
53.9,3.86,19.51,-5.62
54,-3.75,-1.45,0.61
54.1,1.64,2.72,-1.7275655
54.3,-3.71,19.51,-9.18
54.4,-0.5,4.25,-2.52
54.5,0.11,1.95,-0.61
54.6,0.46,14.95,5.817566
54.9,-1.38,-1.07,-0.23
55,2.98,1.68,-3.06
55.1,-2.07,19.51,-10.1
55.2,4.67,19.51,-9.03
55.3,-0.42,6.27,-1.11
55.4,0.46,2.1,0.5
55.5,0.11,3.98,7.23
55.6,1.84,16.18,0.76
55.7,5.47,11.32,-4.74
55.8,-3.48,-3.06,-1.38
55.9,4.74,4.02,6.96
56,-4.21,10.75,0.69
56.1,-4.93,19.51,-5.51
56.2,0.65,5.32,-4.47
56.3,-1.3,2.1,-0.65
56.4,-1.26,19.43,2.87
56.5,0,19.51,-8.72
56.6,-2.87,1.53,-5.66
56.7,-0.65,-1.07,-2.1
56.8,1.45,19.51,-6.69
56.9,5.24,16.79,-6.16
57,-2.79,12.51,-5.32
57.1,0.84,4.47,0.15
57.2,0.04,0.08,-1.87
57.3,6.12,18.09,0.46
57.4,-0.19,19.51,-3.29
57.5,1.53,5.85,-3.21
57.6,-2.52,3.29,0.31
57.7,-1.11,-1.3,1.26
57.8,-4.7,9.26,-2.83
57.9,-2.52,19.01,-7.46
58,-0.27,4.25,-0.19
58.1,0.92,2.29,-2.07
