NAME:,team10 run1,,
14,3.52,12.89,-10.36
14.1,-2.6,-0.46,-2.94
14.2,-1.22,-0.5,-1.57
14.3,-0.8,13.23,6.85
14.4,4.63,17.13,-9.71
14.5,-0.8,4.7,-5.51
14.6,0.42,0.15,-2.37
14.7,9.29,15.8,-9.79
14.8,2.64,13.88,-10.67
14.9,-2.33,3.4,-3.48
15,-2.29,1.76,-3.37
15.1,1.8,19.51,-13.65
15.2,1.22,19.51,-6.85
15.3,0.42,2.72,0.96
15.4,1.22,1.91,-0.76
15.5,5.89,17.71,-8.53
15.6,3.94,14.76,-14.38
15.7,-1.34,0.19,-1.3
15.8,0.19,-0.04,-0.42
15.9,-3.48,17.1,-8.72
16,3.25,19.51,-9.48
16.1,0.31,2.26,-2.29
16.2,1.03,-0.69,-1.76
16.3,12.81,19.51,-14.65
16.4,2.94,11.86,-14.99
16.5,-4.63,-1.61,-0.76
16.6,-0.27,0.76,-0.34
16.7,-0.5,9.14,-8.87
16.8,1.38,16.33,-8.95
16.9,1.15,1.57,-1.2672627
17.1,12.93,16.6,-11.97
17.2,3.02,11.13,-11.05
17.3,-4.02,-1.15,-2.07
17.4,7.84,7.61,4.28
17.5,0.27,7.27,-9.22
17.6,-0.08,12.74,-7.08
17.7,0.65,0.92,-0.31
17.8,2.07,8.49,1.84
17.9,6.62,14.3,-9.37
18,1.95,5.47,-7.99
18.1,-2.49,-3.9,-2.1
18.2,17.4,15.18,-12.47
18.3,8.26,14.46,-12.89
18.4,-0.88,3.14,-5.12
18.5,-2.18,2.64,-0.46
18.6,7.92,19.51,-6.62
18.7,4.13,17.82,-18.78
18.8,-1.64,-3.1,0.23
18.9,0.8,-1.68,-1.11
19,-6,14.46,-12.01
19.1,3.71,16.22,-9.6
19.2,1.53,5.51,-4.97
19.3,-0.92,-0.19,-0.42
19.4,1.49,16.6,-6.69
19.5,1.3,14.53,-9.18
19.6,-1.15,3.06,-5.81
19.7,-3.9,0,1.53
19.8,4.7,12.93,-6.5
19.9,0.84,12.7,-7.99
20,-3.1,6.16,-6.88
20.1,0,1.26,-0.27
20.2,-0.92,7.57,0.8
20.3,3.79,19.51,-6.65
20.4,2.18,9.18,-13.58
20.5,-4.59,-1.91,-0.08
20.6,4.13,5.97,-2.49
20.7,5.05,9.52,-7.15
20.8,-1.3,5.66,-5.89
20.9,-0.54,1.38,0.15
21,3.33,12.28,4.67
21.1,1.64,14.04,-5.85
21.2,1.11,3.6,-7.19
21.3,-2.87,-5.89,-1.22
21.4,19.51,8.22,-16.06
21.5,5.97,14.34,-11.17
21.6,1.15,4.17,-3.21
21.7,-2.75,3.94,0.73
21.8,3.75,13.04,7.88
21.9,5.39,16.75,-7.42
22,-2.45,0.76,-2.68
22.1,0.42,-1.87,-0.5
22.2,5.97,5.89,19.247268
22.4,0.8,-1.45,-4.86
22.5,-0.42,2.33,0.04
22.6,4.78,18.17,-6.88
22.7,2.03,16.1,-13.42
22.8,-2.29,0.8,-2.26
22.9,-0.34,0.42,-0.42
23,-1.87,19.51,-14
23.1,7.38,14.46,-9.52
23.2,0.5,2.29,-5.66
23.3,-1.64,1.72,0.15
23.4,-3.71,0.23,7.69
23.5,1.03,13.23,-10.59
23.6,-0.88,2.22,-7.46
23.7,-2.64,-0.08,-4.86
23.8,8.3,17.17,-7.04
23.9,5.58,14.65,-11.44
24,0.61,7.57,-4.4
24.1,-0.57,-0.15,1.42
24.2,1.19,9.41,-0.84
24.3,6.81,19.39,-10.48
24.4,4.74,11.05,-10.63
24.5,-2.22,-0.54,-2.03
24.6,-0.31,-0.61,-2.18
24.7,-9.75,19.51,-6.69
24.8,-3.1,17.36,-9.64
24.9,1.19,3.44,-0.38
25,0.84,11.82,3.21
25.1,7.08,13.27,-5.43
25.2,0.54,7.15,-11.09
25.3,-2.98,-3.37,-2.45
25.4,12.2,3.4,-11.09
25.5,6.35,7.88,-10.67
25.6,-0.76,6.16,-7.19
25.7,0.54,1.76,-0.15
25.8,2.1,15.18,1.42
25.9,4.67,13.62,-8.87
26,-0.27,4.17,-5.66
26.1,-0.11,-4.25,-2.75
26.2,18.86,-7.88,19.51
26.3,9.79,14.8,-10.52
26.4,0.15,-0.54,-3.44
26.5,-0.65,1.57,-0.61
26.6,0.73,17.94,-5.51
26.7,4.82,15.68,-13.27
26.8,-5.09,-1.87,0.5
26.9,1.38,0.23,-2.03
27,-2.41,19.51,-8.49
27.1,1.72,18.05,-9.48
27.2,2.18,2.37,-0.34
27.3,-0.31,1.19,-3.98
27.4,14.76,18.63,-7.3072732
27.6,-2.94,-0.11,-2.49
27.7,-0.27,-0.11,-0.46
27.8,-4.36,19.51,0.23
27.9,7.73,14.5,-12.35
28,0.8,6.35,-4.82
28.1,0.8,-0.31,-0.99
28.2,1.22,15.37,-3.14
28.3,-0.57,11.44,-7.61
28.4,1.57,10.02,-5.28
28.5,-1.76,3.79,-5.32
28.6,0.99,2.03,0.42
28.7,-0.04,19.51,-12.7
28.8,-0.57,10.29,-2.94
28.9,0.46,2.33,-2.37
29,0.31,19.51,-1.68
29.1,2.79,13.04,-6.43
29.2,-4.7,2.68,-3.79
29.3,-0.42,-4.17,0.27
29.4,14.42,19.51,-15.99
29.5,1.15,3.48,-3.9
29.6,-0.8,3.14,-5.39
29.7,-1.15,1.76,-2.1
29.8,12.74,19.31,-10.56
29.9,1.64,15.53,-15.07
30,-0.84,3.29,-6.62
30.1,-1.45,-2.6,0.04
30.2,5.55,18.51,-11.89
30.3,1.26,17.71,-13.31
30.4,-2.75,4.86,-3.06
30.5,0.69,1.95,1.57
30.6,2.49,15.22,-2.56
30.7,0.99,12.85,-15.64
30.8,0.19,2.33,-2.87
30.9,0.31,0.15,-3.29
31,5.89,19.51,-13.62
31.1,3.56,18.43,-10.71
31.2,2.29,1.91,-4.63
31.3,0.65,0.42,0.54
31.4,10.82,8.95,-10.44
31.5,4.67,14.61,-14
31.6,-2.26,-0.19,-1.53
31.7,0.96,-0.15,-1.53
31.8,1.64,11.55,-6.12
31.9,0.88,18.93,-12.12
32,-0.04,3.6,-1.38
32.1,1.34,2.83,0.46
32.2,3.94,5.93,12.16
32.3,4.63,11.4,-11.21
32.4,-0.54,3.82,-4.97
32.5,-2.6,-1.15,-0.04
32.6,4.82,19.51,-13.0872784
32.9,0.23,3.33,0.84
33,0.08,7.99,2.29
33.1,2.72,10.59,-4.59
33.2,4.59,8.91,-9.56
33.3,-0.69,0.92,-4.47
33.4,5.01,1.8,0.73
33.5,2.83,6.43,-6.92
33.6,0.61,11.4,-8.91
33.7,1.42,0.27,-1.45
33.8,0.61,1.53,-3.67
33.9,13.88,19.51,-13.12
34,4.4,15.03,-13.39
34.1,-1.91,-0.99,-1.15
34.2,-1.91,2.22,0.76
34.3,-2.56,19.51,-3.33
34.4,4.7,19.51,-11.93
34.5,0.8,0.96,-1.42
34.6,0.5,-0.23,-2.18
34.7,9.29,19.31,-11.51
34.8,0.8,15.11,-12.43
34.9,-1.38,-0.99,-5.55
35,0.11,-0.46,0.15
35.1,-6.43,19.51,-14.27
35.2,6.2,19.01,-12.7
35.3,0.99,3.4,-3.94
35.4,0.15,0.27,-1.68
35.5,5.55,19.51,-12.89
35.6,3.02,15.3,-11.36
35.7,-0.76,-0.11,-2.83
35.8,-0.54,-0.76,0.11
35.9,-1.95,14.92,10.79
36,7.11,16.79,-10.44
36.1,1.03,3.67,-3.06
36.2,-0.19,1.49,-2.72
36.3,2.22,17.52,0.69
36.4,-1.22,14.5,-8.11
36.5,2.22,8.38,-9.68
36.6,-3.25,-0.69,-1.26
36.7,0.88,5.7,-0.5
36.8,0.8,17.36,-19.51
36.9,-1.99,16.33,-8.41
37,-1.95,2.91,-0.42
37.1,-1.3,0.99,0.08
37.2,3.71,19.24,-5.85
37.3,0.84,16.41,-12.01
37.4,0.46,1.42,-2.75
37.5,0.04,-3.1,-2.22
37.6,7.23,17.13,-3.79
37.7,11.21,14.95,-10.52
37.8,-0.92,4.4,-4.47
37.9,0.8,2.6,-0.76
38,3.6,18.43,-4.7472838
38.2,-3.48,-0.5,-0.42
38.3,0.34,-1.61,-1.15
38.4,1.19,19.51,-7.38
38.5,2.64,19.51,-9.98
38.6,3.6,3.29,-1.57
38.7,-2.37,-0.5,2.37
38.8,14.11,15.45,-13.88
38.9,3.71,12.35,-13.85
39,-3.79,0,0.5
39.1,-0.38,-1.34,-0.27
39.2,-0.19,15.34,-9.98
39.3,2.03,17.44,-8.03
39.4,1.76,1.91,-2.91
39.5,0.15,1.42,-2.49
39.6,15.64,19.51,-11.59
39.7,4.59,12.97,-11.67
39.8,-1.91,-3.9,-5.62
39.9,4.36,2.1,-2.18
40,4.36,10.98,-9.83
40.1,1.87,18.82,-8.95
40.2,1.91,1.26,-2.14
40.3,1.53,0.46,-1.57
40.4,11.01,16.83,-10.36
40.5,4.02,12.85,-11.78
40.6,-2.41,1.95,-2.03
40.7,-2.56,-0.73,-1.61
40.8,6.27,18.74,-9.91
40.9,1.45,16.6,-5.47
41,-1.99,7.19,-4.74
41.1,0.04,1.42,-0.65
41.2,-0.73,7.46,-1.38
41.3,5.05,17.21,-10.36
41.4,5.78,11.47,-10.52
41.5,0.73,2.14,-5.97
41.6,-3.98,-0.15,-4.67
41.7,-1.11,19.51,-11.59
41.8,5.66,16.83,-10.25
41.9,-0.31,2.72,-3.79
42,3.4,3.75,-0.34
42.1,13.19,17.98,-15.41
42.2,2.75,10.1,-13.77
42.3,-2.14,-2.64,0.92
42.4,0.23,-0.23,-2.91
42.5,2.56,13.31,-11.21
42.6,-1.87,12.28,-9.79
42.7,1.8,1.19,-3.82
42.8,2.37,-0.11,-0.99
42.9,14.07,19.35,-16.56
43,2.03,14.88,-13.77
43.1,-2.1,-1.64,-1.8072889
43.3,-6.04,19.24,-3.71
43.4,5.7,17.52,-8.45
43.5,0.57,-0.99,-3.25
43.6,-0.99,1.03,-5.24
43.7,10.59,19.51,-16.18
43.8,3.37,13.46,-13.27
43.9,-2.26,0,-2.94
44,-1.8,0.34,-2.07
44.1,-5.24,19.51,-11.97
44.2,7.61,19.51,-19.01
44.3,0.92,3.14,-4.02
44.4,1.34,0.99,-1.49
44.5,0.46,19.51,-2.64
44.6,-0.11,11.47,-8.22
44.7,0.15,5.55,-5.51
44.8,-3.14,-0.5,0
44.9,9.98,19.43,-7.76
45,3.02,15.41,-11.36
45.1,-2.49,11.67,-7.38
45.2,-0.15,4.36,0.42
45.3,0.92,1.07,-0.31
45.4,7.53,19.51,-18.24
45.5,1.68,14.84,-12.81
45.6,-0.88,0,0.57
45.7,-0.76,-2.87,-4.09
45.8,1.38,19.51,-7.27
45.9,4.09,17.78,-12.51
46,2.22,2.56,-3.63
46.1,-1.99,0.42,-1.49
46.2,18.55,19.51,-1.11
46.3,5.47,14.23,-11.44
46.4,0.34,-3.9,5.2
46.5,2.03,2.07,-1.45
46.6,-1.49,10.44,-6.81
46.7,-0.54,19.51,-10.1
46.8,2.56,1.91,-2.94
46.9,-0.96,-1.19,1.34
47,13.5,19.51,-14.19
47.1,3.71,13.04,-14.3
47.2,-2.87,-1.34,-1.8
47.3,-0.46,2.29,-2.37
47.4,-0.99,17.52,-7.5
47.5,3.63,19.47,-10.94
47.6,2.29,1.19,-4.47
47.7,-0.99,-0.19,-1.3
47.8,9.79,18.63,-12.2
47.9,4.7,14.3,-13.96
48,-2.87,0.23,-2.68
48.1,0.23,-0.57,-0.27
48.2,4.82,19.35,-5.16
48.3,5.39,19.43,-10.56
48.4,1.61,-1.19,-3.8272942
49,14.84,2.41,-12.0572948
49.5,10.56,19.51,-10.6372953
50.6,-4.67,-2.26,-0.88
50.7,3.75,6.85,-5.62
50.8,5.39,10.52,-7.3
50.9,-0.11,9.18,-6.08
51,0.69,1.34,-0.92
51.1,4.21,16.48,2.52
51.2,3.86,14.72,-6.65
51.3,1.42,3.71,-7.19
51.4,-2.45,-2.29,-3.48
51.5,13.69,5.55,-6.27
51.6,7.53,13.54,-9.26
51.7,-1.84,5.58,-9.29
51.8,-0.65,3.86,-1.53
51.9,4.9,13.77,6.43
52,4.09,13.81,-5.62
52.1,0.65,4.93,-7.08
52.2,-3.71,-3.79,-3.25
52.3,9.56,3.1,-7.23
52.4,7.46,10.71,-7.11
52.5,-1.49,10.33,-9.68
52.6,1.45,2.1,-0.73
52.7,1.57,2.37,0.23
52.8,9.98,18.09,-7.99
52.9,3.37,11.97,-11.32
53,-1.42,-2.79,-1.64
53.1,-1.95,2.29,-3.75
53.2,8.64,19.51,-3.63
53.3,7.08,14.42,-3.33
53.4,1.3,3.79,-3.1
53.5,-1.76,1.38,0.5
53.6,6.73,17.59,-5.01
53.7,6.73,15.45,-9.87
53.8,0.69,5.01,-5.05
53.9,-2.52,-0.23,-1.11
54,6.23,17.06,-7.08
54.1,3.25,13.35,-15.15
54.2,2.98,4.63,-4.93
54.3,0.96,4.97,-0.69
54.4,13.5,17.75,-9.94
54.5,7.3,11.63,-7.46
54.6,-5.7,0.08,-2.14
54.7,7.08,2.14,0.34
54.8,3.63,3.9,-10.29
54.9,0,11.82,-7.34
55,2.52,2.72,0.84
55.1,3.52,9.14,2.07
55.2,10.48,14.88,-4.32
55.3,0.8,6.77,-10.63
55.4,-2.56,-3.67,-1.3
