NAME: ,run_4_2,,
13.6,-1.64,-7.57,11.05
13.7,0.96,-11.44,-16.48
13.8,4.36,-19.31,3.29
13.9,-2.45,-6,4.17
14,-0.65,-1.03,-1.95
14.1,15.18,-18.89,5.43
14.2,1.3,-14.72,6.2
14.3,-1.22,4.63,0.69
14.4,0.5,-7.19,9.14
14.5,1.76,-8.72,-13.08
14.6,4.51,-19.51,-1.07
14.7,-1.57,-7.34,8.8
14.8,2.18,-0.23,-2.72
14.9,6.69,-19.05,2.83
15,-2.45,-19.51,5.43
15.1,2.68,5.97,1.99
15.2,3.14,-7.73,5.55
15.3,0.96,-19.47,-19.43
15.4,3.14,-19.2,0.31
15.5,-0.15,-11.17,7.23
15.6,0.92,-0.34,-0.54
15.7,7.04,-17.36,2.37
15.8,-1.72,-19.51,5.58
15.9,2.22,3.98,1.72
16,3.9,-6.27,-0.42
16.1,16.52,-19.51,14.84
16.2,16.83,-19.51,-0.38
16.3,2.41,-9.33,6.12
16.4,1.49,-0.76,4.32
16.5,2.45,-18.01,0.38
16.6,2.26,-19.51,1.19
16.7,3.98,2.49,0.04
16.8,2.33,-2.72,-4.78
16.9,2.14,-8.61,-16.71
17,9.18,-19.47,-1.72
17.1,3.4,-10.67,4.67
17.2,-1.57,-1.76,3.02
17.3,5.24,-19.51,2.41788
18,-1.57,-2.94,1.03
18.1,6.27,-17.44,0.92
18.2,-0.5,-19.51,5.47
18.3,4.36,3.98,1.03
18.4,3.14,-2.45,-5.85
18.5,18.97,-19.51,16.45
18.6,8.64,-19.51,-0.57
18.7,3.33,-8.49,4.17
18.8,0,-1.91,0.92
18.9,4.9,-19.51,-0.34
19,3.1,-19.51,1.68
19.1,5.24,4.82,0.34
19.2,2.83,-4.9,-4.9
19.3,15.6,-13.42,9.03
19.4,19.51,-12.93,0.61
19.5,4.28,-11.4,2.83
19.6,-1.61,-1.49,1.07
19.7,3.98,-11.36,-5.16
19.8,8.3,-14.38,0
19.9,4.36,0.04,-0.8
20,0.88,3.4,-6.23
20.1,4.09,-11.89,-14.65
20.2,17.67,-19.51,1.76
20.3,2.72,-11.28,4.47
20.4,-0.92,-2.91,4.51
20.5,5.66,-10.25,-0.31
20.6,3.6,-19.51,-0.46
20.7,5.35,1.07,0.27
20.8,0.31,-1.91,-5.55
20.9,19.51,-19.51,19.51
21,19.43,-19.51,1.87
21.1,4.17,-13.65,2.49
21.2,-1.38,-2.94,1.64
21.3,2.18,-5.32,-1.26
21.4,12.35,-9.68,2.41
21.5,7.27,-0.96,1.26
21.6,-0.34,0.84,-3.67
21.7,-0.31,0.04,1.76
21.8,-4.55,1.42,-9.1
21.9,4.13,-11.97,3.94
22,0.84,-2.98,5.74
22.1,-1.49,-1.68,-3.75
22.2,17.78,-10.17,4.78
22.3,2.87,-14.53,6.69
22.4,-0.65,4.97,0
22.5,1.84,-10.4,12.47
22.6,-1.84,-9.26,-8.57
22.7,4.55,-17.25,0.34
22.8,-0.31,-7.04,8.26
22.9,-0.65,-1.42,-2.64
23,16.22,-19.51,5.58
23.1,0.73,-19.51,6.237938
23.7,0.19,-0.96,-0.19
23.8,8.11,-15.22,1.22
23.9,1.8,-19.43,6.12
24,0.84,4.86,0.92
24.1,2.14,-5.58,-1.07
24.2,6.04,-16.45,-9.52
24.3,1.49,-19.51,0.57
24.4,-1.64,-8.83,6.77
24.5,0.84,-0.5,-2.56
24.6,7.96,-18.82,2.45
24.7,-2.6,-19.51,6.35
24.8,2.56,6.43,1.49
24.9,4.13,-9.71,7
25,3.63,-18.93,-8.8
25.1,3.86,-18.97,0.88
25.2,2.52,-9.37,7.46
25.3,-0.65,-1.42,2.94
25.4,2.33,-19.51,2.41
25.5,1.19,-19.51,4.47
25.6,4.21,4.78,1.26
25.7,0.38,-3.63,-4.28
25.8,19.51,-19.51,13.39
25.9,8.15,-19.51,0.42
26,2.26,-12.01,3.86
26.1,-0.88,-1.38,2.37
26.2,5.35,-19.43,1.03
26.3,5.16,-19.51,-3.06
26.4,4.7,3.29,-0.96
26.5,1.42,-2.45,-5.78
26.6,19.31,-19.51,19.51
26.7,19.43,-17.06,-0.31
26.8,2.49,-14.15,3.4
26.9,-0.88,-0.99,2.18
27,8.76,-11.13,0.96
27.1,4.7,-19.51,-0.46
27.2,6.16,2.33,0.96
27.3,2.37,-2.64,-5.32
27.4,4.97,-2.64,-14.46
27.5,12.85,-6.23,2.91
27.6,5.66,-9.6,3.71
27.7,-2.87,-1.64,1.3
27.8,2.72,-11.4,-2.14
27.9,1.42,-19.51,-3.98
28,5.93,0.54,-0.42
28.1,0.73,3.9,-7.15
28.2,2.45,-8.11,-6.58
28.3,14.57,-18.17,2.98
28.4,3.14,-12.89,3.52
28.5,-2.68,-2.14,1.537992
28.7,11.09,-8.45,2.03
28.8,7.19,-2.83,-0.767995
29,-2.22,1.38,-1.72
29.1,0.84,1.99,-5.357998
29.3,-0.88,-4.05,4.55
29.4,-0.65,-1.61,-1.458001
29.6,6.69,-7.57,3.608003
30.3,19.51,-18.24,7.92
30.4,4.05,-14.76,4.55
30.5,0.76,5.28,0.92
30.6,1.03,-5.09,5.89
30.7,-6.12,1.19,-3.948014
31.8,-0.88,-0.34,2.33
31.9,2.91,-12.43,-3.44
32,6.43,-13.85,4.36
32.1,8.61,3.14,-3.17
32.2,1.95,-0.88,-2.33
32.3,-2.72,-11.55,-9.03
32.4,10.48,-3.29,-4.59
32.5,5.01,-13.35,4.78
32.6,-3.14,-3.75,3.94
32.7,1.61,-0.23,-0.04
32.8,15.3,-19.51,3.6
32.9,6.96,-15.41,3.06
33,-1.53,3.52,0.84
33.1,0.54,-3.71,3.86
33.2,4.51,-19.51,-6.54
33.3,8.49,-16.87,1.11
33.4,-0.61,-7.04,5.81
33.5,-0.99,-1.64,0.34
33.6,5.74,-19.51,0.84
33.7,5.01,-19.51,6.23
33.8,2.68,4.7,1.15
33.9,0.73,-4.51,3.75
34,7.42,-1.34,6.16
34.1,12.47,-10.82,-0.08
34.2,4.47,-9.1,4.13
34.3,-1.26,-1.45,3.29
34.4,8.07,-15.76,2.56
34.5,4.86,-19.51,0.84
34.6,3.67,2.26,1.22
34.7,1.22,-2.91,-5.78
34.8,0.42,-10.17,-3.48
34.9,8.64,-13,5.32
35,1.15,-13.04,6.81
35.1,-2.41,-2.91,3.63
35.2,4.93,-7.11,-2.75
35.3,4.51,-19.51,6.58
35.4,5.81,-1.22,0.46
35.5,-1.72,3.52,-2.72
35.6,8.76,-6.81,-0.65
35.7,15.49,-9.6,9.68
35.8,-0.38,-19.51,5.62
35.9,-4.63,-3.79,1.91
36,2.26,-4.09,0.31
36.1,12.39,-13.73,4.09
36.2,5.39,-1.8,0.76
36.3,-0.99,4.7,-3.9
36.4,0.19,-0.23,-6.62
36.5,6.96,-7.65,-7.96
36.6,4.02,-12.35,6.2
36.7,-2.64,-3.9,-0.048074
37.5,0.88,-1.91,2.14
37.6,-0.57,-5.85,-0.5
37.7,15.53,-10.17,4.74
37.8,6.12,-6.27,-0.15
37.9,-0.42,3.75,-6.35
38,2.87,1.61,-19.51
38.1,6.35,-4.47,1.84
38.2,4.13,-13.96,5.62
38.3,-1.34,-2.72,1.07
38.4,0.65,-1.76,1.34
38.5,17.25,-8.34,5.78
38.6,5.55,-3.71,0.84
38.7,0.5,2.75,-0.08
38.8,0.84,-4.78,3.56
38.9,4.13,-13.92,6.08
39,0.19,-18.74,3.9
39.1,-1.45,-3.9,3.14
39.2,0.65,-6.12,-1.3
39.3,4.82,-19.51,3.17
39.4,3.33,-1.64,0.65
39.5,-1.15,1.68,-5.85
39.6,5.39,-8.72,18.7
39.7,10.94,-14.5,10.02
39.8,1.64,-17.48,11.47
39.9,-4.63,-3.44,3.67
40,2.03,-1.3,1.38
40.1,12.58,-12.81,6.85
40.2,6.35,-3.86,0.76
40.3,-0.08,4.05,-2.29
40.4,-1.03,1.64,-5.51
40.5,1.72,-7.46,-14
40.6,4.67,-12.58,3.4
40.7,-3.4,-4.55,1.49
40.8,1.45,-4.93,-1.61
40.9,11.55,-18.43,3.44
41,6.96,-2.22,0.57
41.1,-0.38,3.21,-3.98
41.2,-0.04,-1.22,2.6
41.3,10.75,-9.48,2.75
41.4,4.55,-14.8,4.05
41.5,-0.42,-3.48,2.91
41.6,0.73,-7.57,-4.4
41.7,14.8,-13.69,4.51
41.8,7.19,-7.8,0.73
41.9,-0.31,3.14,-2.41
42,-2.14,-5.39,8.07
42.1,-2.14,0.57,-3.37
42.2,0.34,-19.51,6.58
42.3,-1.57,-5.09,1.22
42.4,0.27,-1.07,0.76
42.5,13.92,-15.57,-5.708132
43.2,-0.42,-3.02,0.34
43.3,2.98,-17.25,0.42
43.4,0.04,-19.51,4.32
43.5,1.87,2.29,0.69
43.6,0.11,-8.41,-1.03
43.7,0.11,-19.51,-11.63
43.8,10.71,-18.4,2.03
43.9,2.52,-9.64,6.92
44,-2.75,-2.98,2.03
44.1,7.27,-14.57,-3.25
44.2,5.32,-19.51,4.13
44.3,4.02,2.37,-0.57
44.4,1.72,1.26,-4.47
44.5,10.4,-13,9.37
44.6,12.7,-15.37,5.55
44.7,3.86,-11.7,3.4
44.8,-2.1,-5.05,4.74
44.9,0.65,-4.93,0.31
45,14,-12.47,4.93
45.1,8.38,-5.93,0.8
45.2,1.07,6.35,-3.86
45.3,-4.09,-5.93,10.9
45.4,-1.49,-3.17,-14.76
45.5,2.49,-19.51,-1.61
45.6,-1.49,-4.4,4.13
45.7,-1.61,-2.29,0.61
45.8,19.31,-17.55,6.46
45.9,2.41,-9.1,6.12
46,0.57,6.23,0.15
46.1,-1.11,-7.34,10.02
46.2,0.92,-17.02,-4.36
46.3,1.8,-19.51,-2.07
46.4,-0.11,-8.22,6.2
46.5,-1.8,-2.87,2.18
46.6,9.87,-19.51,1.84
46.7,2.1,-19.51,7.3
46.8,1.19,4.17,0.11
46.9,0.92,-9.1,6.12
47,5.35,-16.48,-5.81
47.1,3.71,-19.08,-3.33
47.2,2.94,-9.75,6.85
47.3,-1.34,-2.75,3.67
47.4,7.65,-15.3,0.34
47.5,5.85,-19.51,2.6
47.6,3.37,1.03,-0.38
47.7,0.46,0.8,-5.09
47.8,8.03,-6.81,-4.05
47.9,11.13,-17.86,10.44
48,3.71,-15.41,7.65
48.1,-2.98,-4.28,2.94
48.2,1.76,-5.35,-3.178189
48.9,-1.42,-5.28,3.52
49,1.3,-1.34,-0.54
49.1,11.74,-14.53,13.62
49.2,5.81,-10.75,3.1
49.3,-1.15,5.24,-0.08
49.4,-0.88,-4.82,7
49.5,1.22,-4.47,0.65
49.6,0.88,-19.51,-3.33
49.7,-1.07,-6.92,6.96
49.8,0.23,-2.22,0.38
49.9,9.75,-19.47,4.55
50,0.34,-14.19,6.81
50.1,1.3,4.44,1.34
50.2,2.41,-8.87,0.11
50.3,2.22,-12.09,-0.69
50.4,2.87,-19.05,-1.11
50.5,-0.84,-9.87,6
50.6,-0.27,-1.91,1.61
50.7,10.86,-19.39,2.72
50.8,-0.54,-19.2,4.02
50.9,2.22,5.05,1.11
51,2.45,-6.73,-0.5
51.1,-0.34,-13.12,-9.91
51.2,7,-19.51,-0.15
51.3,0.46,-11.28,4.51
51.4,-1.34,-2.29,1.91
51.5,4.32,-17.9,3.56
51.6,0.46,-19.51,3.17
51.7,3.56,2.83,-0.19
51.8,0.54,-2.1,-5.62
51.9,18.21,-19.51,-8.83
52,7.19,-16.14,-1.11
52.1,1.91,-8.68,4.63
52.2,-0.54,-2.72,5.62
52.3,7.73,-19.51,-2.1
52.4,4.36,-19.51,2.14
52.5,5.01,1.95,-0.27
52.6,0,-0.73,-3.1
52.7,16.25,-19.51,6.62
52.8,12.28,-19.51,10.17
52.9,4.97,-14.61,6.08
53,-1.11,-2.49,2.56
53.1,-0.19,-4.63,-1.64
53.2,18.4,-9.79,5.58
53.3,7.3,-6.04,-0.92
53.4,0.92,5.12,-1.22
53.5,-0.61,-7.42,10.4
53.6,-4.59,-0.96,-6.23
53.7,2.91,-17.98,-0.04
53.8,-2.56,-6.27,5.248245
54.6,0.04,-10.94,4.74
54.7,-1.42,-3.29,2.6
54.8,4.97,-19.47,1.34
54.9,1.03,-19.51,4.82
55,2.56,1.38,0.31
55.1,1.03,-5.58,-2.91
55.2,2.79,-13.81,-10.33
55.3,6.81,-14.72,0.38
55.4,2.26,-10.94,6.23
55.5,-3.44,-4.32,2.18
55.6,6.96,-10.86,-0.08
55.7,4.44,-19.51,1.76
55.8,5.28,0.8,-0.76
55.9,-0.23,1.64,-4.09
56,4.44,-2.07,-10.25
56.1,9.79,-8.95,5.35
56.2,3.21,-14,4.82
56.3,0.04,-2.14,1.38
56.4,4.67,-6.16,-2.1
56.5,13.92,-12.62,3.48
56.6,6.43,-5.85,1.19
56.7,-0.57,4.86,-1.8
56.8,-1.03,-2.83,1.03
56.9,-3.25,0.46,-7.73
57,3.75,-18.32,-0.61
57.1,-0.73,-4.13,4.9
57.2,1.15,-1.22,-0.69
57.3,19.51,-8.61,7.38
57.4,3.25,-8.91,3.14
57.5,0.5,7.3,0.19
57.6,0.69,-12.93,13.65
57.7,-5.2,0.99,-8.15
57.8,3.82,-19.51,-3.82
57.9,-0.99,-7.57,6.04
58,0.31,-1.3,-0.76
58.1,19.51,-19.51,5.16
58.2,1.42,-14.53,6
58.3,1.19,6.92,0.73
58.4,1.19,-10.17,8.64
58.5,-4.67,-16.45,5.97
58.6,0.99,-18.97,0.99
58.7,-0.34,-8.76,6.69
58.8,-1.91,-2.91,4.09
58.9,5.81,-19.51,3.75
59,0.92,-19.51,5.51
59.1,3.21,2.72,1.26
59.2,0.04,-5.7,-2.68
59.3,19.51,-19.51,15.34
59.4,10.67,-19.24,-2.1
59.5,1.91,-7.8,1.42
59.6,0.76,-3.33,1.99
59.7,4.59,-19.51,-0.238304
59.9,5.39,-3.44,-4.59
60,-0.76,-4.67,-1.458307
60.2,3.86,-19.51,8.53
60.3,3.4,-11.4,2.14831
60.6,3.67,-10.82,-2.29
60.7,2.98,-10.02,0.578314
61.3,4.28,-8.64,0.31
61.4,3.86,-8.91,0.27
61.5,3.86,-8.8,0.15
61.6,4.05,-8.61,0.198323
62.6,3.75,-8.8,0.15
62.7,3.71,-8.8,0.08
62.8,3.9,-8.87,0.15
62.9,3.71,-8.8,0.15
63,3.82,-8.76,0.46
63.1,3.86,-8.72,0.46
63.2,3.86,-8.76,0.61
63.3,3.75,-8.76,0.42
63.4,3.94,-8.72,0.46
63.5,3.86,-8.8,0.5
63.6,4.02,-8.83,0.46
63.7,3.94,-8.76,0.23
63.8,3.25,-9.03,0.19
63.9,3.44,-8.8,0.31
64,3.86,-8.64,0.34
64.1,4.32,-8.41,0.34
64.2,3.9,-8.8,0.34
