NAME: ,team10 run5,,
20.5,1.87,13.31,-5.58
20.6,-0.42,-3.71,-4.44
20.7,4.9,5.97,2.18
20.8,0.54,12.28,-2.41
20.9,-3.6,8.87,-4.44
21,0,2.26,-1.91
21.1,-1.38,2.14,0.76
21.2,6.23,19.51,3.25
21.3,-2.03,13.42,-10.02
21.4,-0.92,-4.09,-5.74
21.5,3.56,12.93,5.28
21.6,-4.13,13.35,-3.63
21.7,-7.53,12.16,-5.85
21.8,1.3,3.6,-3.17
21.9,1.19,0.19,-2.64
22,13.54,19.51,-2.64
22.1,1.34,19.51,-6.31
22.2,-1.19,-3.52,-1.64
22.3,-1.57,3.67,-3.86
22.4,-7.84,-0.11,2.91
22.5,-6.88,19.51,-8.18
22.6,-0.61,6.77,-2.98
22.7,-2.72,0.42,-1.84
22.8,1.19,19.35,1.72
22.9,-2.64,17.4,-7.88
23,-2.6,1.8,-3.86
23.1,-1.53,-1.61,0.69
23.2,11.24,19.51,-0.73
23.3,-4.47,19.51,-8.6877331
23.5,-2.49,2.07,-0.4277333
23.7,-1.03,15.95,-9.06
23.8,-3.17,5.16,-6.5
23.9,2.1,-3.29,-2.72
24,5.01,19.24,-4.82
24.1,2.83,16.98,-6.54
24.2,-2.56,9.29,-2.33
24.3,0.42,3.14,1.53
24.4,0.88,5.01,5.12
24.5,3.06,19.51,0.38
24.6,1.91,7.69,-4.4
24.7,-0.08,-4.25,0
24.8,4.97,9.06,-6.39
24.9,-0.46,12.43,-4.36
25,-1.8,5.51,-1.72
25.1,0.23,3.52,0.23
25.2,-2.22,1.99,1.22
25.3,5.01,17.25,0.23
25.4,2.33,13.54,-7.96
25.5,-2.07,-4.17,-1.61
25.6,0.76,2.72,-6.16
25.7,-12.09,7.57,-0.76
25.8,-2.6,19.51,-7.88
25.9,-0.34,9.29,-2.52
26,-1.22,2.68,0.61
26.1,-1.03,19.51,5.66
26.2,-2.07,17.55,-3.06
26.3,-0.8,4.02,-6.08
26.4,-0.69,-2.52,-0.84
26.5,10.06,9.98,-4.05
26.6,1.42,15.8,-4.82
26.7,-5.78,11.51,-4.36
26.8,-0.04,3.86,-4.63
26.9,-2.1,-0.11,-1.72
27,5.2,19.51,0.11
27.1,0.46,19.51,-7.23
27.2,-2.75,1.53,-3.98
27.3,0.96,-0.69,2.18
27.4,-8.07,6.31,-3.06
27.5,-8.99,18.09,-7.34
27.6,1.95,4.21,-3.14
27.7,-0.04,-0.27,-2.41
27.8,6.2,17.44,5.74
27.9,-2.14,19.51,-6.43
28,-4.47,-4.32,2.14
28.1,2.41,4.05,-4.28
28.2,-7.42,15.26,-6.04
28.3,-3.21,19.51,-11.01
28.4,0.5,4.67,-4.02
28.5,-2.56,0.34,0.08
28.6,3.37,19.51,5.7
28.7,1.87,17.71,-4.9
28.8,-0.04,2.83,-2.4577386
29,4.86,19.51,-7.42
29.1,4.97,19.51,-5.81
29.2,-0.92,4.59,-2.75
29.3,0.76,3.25,1.57
29.4,0.84,16.68,7.38
29.5,3.94,17.13,-2.37
29.6,2.83,2.98,-3.94
29.7,-2.26,-4.63,0.54
29.8,16.33,11.44,-6.31
29.9,1.84,16.06,-2.52
30,-4.28,6.65,-3.98
30.1,-0.88,2.91,-2.75
30.2,-0.42,0.84,-0.5
30.3,4.59,19.51,1.64
30.4,-1.64,18.28,-7.27
30.5,-1.3,-1.95,-2.72
30.6,0.34,1.87,3.02
30.7,-4.36,7.19,3.29
30.8,-8.87,19.51,-6.2
30.9,0.96,5.47,-6.08
31,-0.34,0.69,-0.23
31.1,4.78,19.51,1.49
31.2,-1.34,19.51,-8.76
31.3,-3.25,-1.99,-2.94
31.4,-0.04,-0.96,-2.45
31.5,-8.03,10.67,0.69
31.6,-4.9,19.51,-6.73
31.7,0.96,7.73,-5.2
31.8,-0.88,1.99,-1.07
31.9,-0.04,18.51,14.8
32,0.8,18.82,-9.64
32.1,-5.01,1.26,-4.05
32.2,3.79,-3.37,-5.24
32.3,0.04,19.51,-2.26
32.4,3.71,19.51,-8.8
32.5,0.19,4.74,-4.74
32.6,-0.69,1.91,0.15
32.7,-2.03,19.51,3.9
32.8,-2.26,17.29,-7.08
32.9,0.99,-0.38,-6
33,0.92,-3.02,-2.33
33.1,6.85,19.51,-6.12
33.2,6.77,17.21,-7.34
33.3,-1.8,7.5,-2.41
33.4,2.29,4.67,-0.42
33.5,0.11,1.68,0.34
33.6,5.55,18.4,-2.07
33.7,1.45,15.26,-10.1
33.8,0.19,-2.83,-3.1
33.9,0.15,-1.03,1.8777437
34.2,-5.39,9.75,-5.897744
34.5,3.82,15.99,1.87
34.6,3.48,7.23,-3.48
34.7,-2.49,-4.28,0.34
34.8,4.97,7.11,-0.42
34.9,0.23,12.97,-6.08
35,-3.71,11.17,-3.75
35.1,-0.38,1.64,-3.4
35.2,0.38,0.42,-2.79
35.3,8.41,18.17,-1.49
35.4,-1.61,19.51,-6.73
35.5,-2.22,-0.19,-3.9
35.6,-0.73,0.69,-2.1
35.7,-9.98,12.97,-3.79
35.8,-0.23,17.78,-13.65
35.9,-0.73,3.6,-5.01
36,-1.8,0.73,-0.8
36.1,-2.03,19.51,4.21
36.2,-3.52,17.48,-7.84
36.3,-0.19,1.22,-4.67
36.4,-1.26,-2.52,-1.19
36.5,15.76,19.51,-3.06
36.6,2.64,18.7,-7.65
36.7,-0.11,7.23,-1.76
36.8,-2.14,3.02,0.08
36.9,-4.97,3.82,3.56
37,3.86,19.51,-0.27
37.1,3.25,9.87,-3.14
37.2,-1.26,-3.56,-1.15
37.3,2.1,5.43,13.73
37.4,-3.63,14.34,-3.4
37.5,-3.17,10.1,-4.13
37.6,-0.11,4.59,0.61
37.7,0.84,0.27,-1.87
37.8,7.23,19.51,-2.64
37.9,1.15,16.9,-8.57
38,-1.22,-3.14,-1.22
38.1,1.22,2.75,-3.4
38.2,-9.33,6.16,-3.14
38.3,-6.62,19.51,-7.69
38.4,0.11,4.05,-5.55
38.5,-2.18,1.8,-1.22
38.6,3.14,19.51,4.09
38.7,-1.72,19.51,-6.54
38.8,-4.51,-1.38,-4.32
38.9,0.19,1.64,-1.64
39,-9.91,19.51,-3.33
39.1,2.83,18.36,-8.22
39.2,-2.33,8.64,-4.4
39.3,-0.84,1.91,-0.11
39.4,0.46,19.51,6.58
39.5,-1.87,16.68,-2.0777493
39.7,-0.84,-3.48,0.0077495
39.9,6.5,19.51,-4.51
40,-3.71,10.02,-4.17
40.1,0.31,3.94,-3.25
40.2,-0.27,3.06,4.4
40.3,0.84,19.24,-0.27
40.4,3.1,12.77,-8.11
40.5,0.11,-4.44,-3.75
40.6,-4.32,3.37,15.99
40.7,-3.4,10.94,-2.33
40.8,-6.27,18.51,-5.47
40.9,1.34,3.71,-3.17
41,-2.6,1.15,0.69
41.1,8.41,19.51,-0.76
41.2,2.49,17.78,-7.15
41.3,-2.26,-3.25,-4.82
41.4,6.27,7.04,-1.64
41.5,-1.11,10.63,-1.22
41.6,-8.03,13.85,-4.4
41.7,0.73,5.78,-4.86
41.8,-2.29,2.75,0.27
41.9,2.94,18.74,2.26
42,4.17,15.95,-6.77
42.1,-3.17,-0.19,-5.2
42.2,1.57,1.15,-1.15
42.3,-7.84,9.37,-0.88
42.4,-6.65,19.51,-9.29
42.5,1.61,3.71,-4.63
42.6,0.19,1.19,-1.91
42.7,-0.96,16.83,2.79
42.8,-1.76,17.44,-7
42.9,0.92,1.95,-5.2
43,-1.68,-0.96,0.88
43.1,15.03,7.46,-8.95
43.2,4.9,13.58,-6.43
43.3,-0.96,7.19,-3.67
43.4,-3.1,1.72,-0.42
43.5,-3.75,3.71,1.07
43.6,1.07,16.9,1.3
43.7,3.79,7,-3.67
43.8,-1.87,-4.32,0
43.9,10.52,12.01,-19.51
44,5.97,16.22,-2.87
44.1,-4.09,11.32,-4.32
44.2,-1.11,1.68,-2.83
44.3,0.15,0.65,-1.72
44.4,11.05,19.51,-0.11
44.5,1.07,19.51,-5.81
44.6,-1.76,-1.76,-5.32
44.7,-0.92,1.15,-4.44
44.8,-11.82,0.65,-2.07
44.9,-6.43,19.47,-6.8177547
45.1,-1.99,1.87,-0.5
45.2,1.26,19.01,2.03
45.3,-0.15,18.47,-7.3
45.4,-1.26,1.42,-4.32
45.5,-1.84,-0.76,-4.25
45.6,-2.03,19.51,-5.09
45.7,4.17,18.59,-10.82
45.8,-2.49,7.8,-4.4
45.9,2.56,4.82,-0.27
46,0.73,13.35,8.41
46.1,-0.38,18.47,-9.14
46.2,-4.51,-3.25,-6.04
46.3,2.64,1.8,-4.36
46.4,-3.25,11.21,-4.74
46.5,4.05,19.51,-10.48
46.6,-0.19,6.31,-4.25
46.7,-0.96,2.45,-0.19
46.8,0.27,5.43,5.47
46.9,2.6,18.05,-2.26
47,2.68,8.72,-5.09
47.1,-1.64,-3.63,-4.28
47.2,9.94,8.18,-6.31
47.3,3.67,15.99,-3.25
47.4,-3.14,8.26,-4.05
47.5,-1.15,4.44,-0.19
47.6,0.84,-0.11,-2.33
47.7,8.83,19.51,0.57
47.8,0,19.51,-7.69
47.9,-0.19,-5.09,-2.45
48,-1.68,0.76,-2.94
48.1,-3.86,3.63,1.19
48.2,-6.77,18.51,-2.45
48.3,-1.11,4.59,-4.44
48.4,-0.11,1.84,-2.49
48.5,2.98,19.51,0.38
48.6,-0.73,19.51,-5.32
48.7,-2.68,-0.65,-4.02
48.8,-0.61,0.76,-2.68
48.9,-7.57,2.45,0.92
49,-6.88,19.51,-6.35
49.1,-1.49,3.29,-4.93
49.2,0,1.99,-0.57
49.3,7.34,19.51,1.57
49.4,-1.38,19.51,-7.53
49.5,-2.6,-1.19,-3.94
49.6,-0.38,-0.08,-1.8
49.7,-5.62,4.67,-1.07
49.8,-4.82,19.51,-6.85
49.9,0.96,7.53,-4.55
50,-1.3,2.68,0.8
50.1,-1.07,17.78,5.78
50.2,-0.34,19.51,-9.48776
50.4,1.72,-2.33,-3.29
50.5,3.44,19.51,-7.3
50.6,4.47,19.16,-7.8
50.7,-1.26,9.33,-3.52
50.8,0.69,3.48,-0.27
50.9,1.53,11.67,5.81
51,2.83,18.74,-0.11
51.1,3.06,9.98,-5.55
51.2,-1.76,-5.09,-0.57
51.3,5.35,7.34,1.38
51.4,-3.17,11.55,-2.26
51.5,-4.67,12.47,-4.86
51.6,0.69,3.82,-1.45
51.7,0.73,-1.95,-1.91
51.8,7.23,19.51,2.45
51.9,0.38,16.9,-8.38
52,0.54,2.56,-6.08
52.1,-1.95,-0.57,1.38
52.2,12.24,9.91,-4.55
52.3,5.09,14.04,-4.55
52.4,-3.75,11.51,-5.51
52.5,0.96,2.91,-2.45
52.6,0.73,0.38,-1.72
52.7,11.7,19.51,2.14
52.8,2.29,19.51,-6.12
52.9,-2.94,-4.25,-0.84
53,-0.19,0.46,-1.45
53.1,19.51,19.51,-6.35
53.2,8.34,19.51,-6.92
53.3,-4.25,11.63,-4.82
53.4,1.07,2.98,-0.84
53.5,-4.86,3.21,3.9
53.6,4.67,19.51,1.26
53.7,2.91,13.23,-7.5
53.8,-2.37,-5.24,-4.21
53.9,6.31,10.25,5.05
54,-4.44,14.57,-3.75
54.1,-5.97,5.28,-3.52
54.2,-2.37,3.75,-0.11
54.3,-4.9,5.16,4.7
54.4,5.62,15.45,-0.31
54.5,2.14,3.79,-5.66
54.6,-1.72,-2.94,-1.3
54.7,0.04,5.35,16.1
54.8,-3.82,15.91,-2.87
54.9,-2.83,5.58,-4.02
55,1.57,3.75,-1.68
55.1,0.38,1.84,2.91
55.2,6.12,19.51,0.767765
55.5,0.5,-0.31,2.75
55.6,-6.73,12.43,-1.45
55.7,-5.7,15.07,-5.05
55.8,0.38,3.52,-0.92
55.9,-0.23,-0.54,-3.06
56,12.28,19.51,-0.99
56.1,-1.38,19.51,-9.83
56.2,-1.84,-5.78,-1.15
56.3,-2.98,3.29,-3.82
56.4,-6.73,-2.03,6.62
56.5,-7.04,19.51,-10.33
56.6,-0.99,5.62,-4.25
56.7,-3.71,-0.31,-0.8
56.8,-0.73,19.54,1.95
56.9,-1.84,19.51,-7.65
57,-3.02,-2.83,-4.32
57.1,0.46,-1.38,0.84
57.2,-4.86,8.15,-8.53
57.3,-14,19.51,-6.08
