NAME: ,team10 walk3,,
35.1,-9.06,7.65,-7.57
35.2,-9.75,6.46,-4.51
35.3,-4.28,2.07,-1.95
35.4,-5.09,1.15,-0.61
35.5,-12.54,5.01,0.61
35.6,-15.03,3.67,-1.45
35.7,-9.6,7.23,-3.6
35.8,-6.08,3.56,-2.6
35.9,-6,4.09,-1.64
36,-5.85,3.86,-1.45
36.1,-10.21,4.9,-0.31
36.2,-11.32,7.46,-5.62
36.3,-12.05,5.89,-4.59
36.4,-5.66,4.86,-1.64
36.5,-4.21,1.26,-0.5
36.6,-8.41,3.14,0.11
36.7,-12.77,4.74,5.12
36.8,-14.84,3.56,-3.94
36.9,-12.43,6.12,-5.35
37,-4.86,2.1,-2.37
37.1,-6.5,4.09,-1.61
37.2,-8.07,3.9,-0.92
37.3,-10.9,4.09,-0.73
37.4,-10.36,9.37,-6.69
37.5,-11.24,7.23,-6.43
37.6,-5.47,3.9,-2.07
37.7,-2.94,1.22,-1.03
37.8,-6.62,1.45,-0.23
37.9,-11.63,8.68,0.96
38,-7.15,2.26,-4.9
38.1,-10.79,6.27,-5.3943692
38.9,-4.55,0.31,-0.5
39,-11.44,4.47,0.04
39.1,-14.5,4.9,0.84
39.2,-6.96,3.98,-2.72
39.3,-6.69,4.93,-1.91
39.4,-4.28,2.45,-2.98
39.5,-5.09,4.63,-0.38
39.6,-11.51,4.13,-2.03
39.7,-9.56,8.07,-4.25
39.8,-9.71,6.12,-6.43
39.9,-8.91,6.04,-3.48
40,-3.63,1.57,-2.26
40.1,-4.86,0.38,-0.99
40.2,-10.48,5.78,0.92
40.3,-13.42,5.78,-0.42
40.4,-6.35,3.82,-2.98
40.5,-6.73,4.32,-1.76
40.6,-5.93,3.86,-2.83
40.7,-5.16,4.32,-1.26
40.8,-10.44,5.09,-1.49
40.9,-10.52,9.56,-7.19
41,-10.82,6.04,-6.2
41.1,-7.84,5.01,-3.63
41.2,-2.72,1.38,-1.84
41.3,-6.23,0.61,-0.92
41.4,-15.26,5.43,3.02
41.5,-12.24,4.02,-4.47
41.6,-9.56,8.34,-3.33
41.7,-6.04,3.14,-2.03
41.8,-6.43,3.79,-2.56
41.9,-4.36,4.13,-1.76
42,-11.74,7.57,-1.3
42.1,-10.52,9.03,-6.46
42.2,-11.74,6.62,-5.62
42.3,-6.16,4.44,-2.37
42.4,-4.28,1.22,-1.72
42.5,-8.15,1.99,-0.65
42.6,-13.42,6.46,3.94
42.7,-16.03,3.63,-5.58
42.8,-12.12,7.69,-4.09
42.9,-4.78,2.68,-3.1
43,-5.7,3.86,-2.1
43.1,-7.73,4.36,-1.3
43.2,-10.52,6.12,-1.03
43.3,-9.68,7.04,-5.01
43.4,-9.45,7.11,-4.93
43.5,-7.42,4.17,-2.56
43.6,-4.4,1.91,-0.65
43.7,-7.8,3.02,-1.19
43.8,-10.82,7.84,-0.8043749
44.6,-10.75,7.73,-5.55
44.7,-6.92,4.44,-2.91
44.8,-2.72,1.3,-1.53
44.9,-8.57,1.95,-0.15
45,-14.15,4.09,3.75
45.1,-14.34,4.44,-5.2
45.2,-12.39,8.8,-2.98
45.3,-4.82,2.68,-2.94
45.4,-7.04,4.59,-1.91
45.5,-6.23,4.28,-1.49
45.6,-10.4,5.55,-0.92
45.7,-8.99,8.26,-4.44
45.8,-12.39,7.15,-6.92
45.9,-8.38,5.81,-2.52
46,-2.83,0.96,-1.45
46.1,-7.84,0.65,-0.73
46.2,-13.31,5.09,2.45
46.3,-12.74,4.78,-2.29
46.4,-7.88,4.86,-2.87
46.5,-6.62,4.02,-2.83
46.6,-5.24,4.05,-3.82
46.7,-5.24,3.98,-0.69
46.8,-12.39,5.43,-1.87
46.9,-9.37,10.02,-4.32
47,-9.6,6.04,-7.65
47.1,-8.22,5.58,-3.63
47.2,-4.13,2.29,-1.8
47.3,-4.9,0.99,-1.11
47.4,-9.45,4.47,0.31
47.5,-11.09,5.05,-3.06
47.6,-5.32,3.17,-4.17
47.7,-7.34,4.13,-2.98
47.8,-6,4.59,-3.52
47.9,-6.73,5.55,-0.73
48,-8.87,3.9,-1.72
48.1,-8.07,6.27,-1.11
48.2,-12.09,7.42,-7.76
48.3,-9.98,6.54,-3.1
48.4,-4.28,3.44,-1.15
48.5,-5.28,0.5,-1.8
48.6,-9.37,4.05,-1.42
48.7,-11.7,6.73,-0.8
48.8,-9.03,6.92,-4.4
48.9,-6.92,3.98,-1.95
49,-4.82,3.71,-2.6
49.1,-6.96,4.63,-1.45
49.2,-9.45,4.55,-0.57
49.3,-5.78,7.11,-2.6
49.4,-14.07,7.73,-8.91
49.5,-9.79,5.28,-2.56
49.6,-3.75,2.72,-0.4243807
50.3,-6.65,4.63,-0.73
50.4,-8.61,3.56,-1.6443815
50.6,-14.34,7.73,-9.2243817
51.2,-5.74,5.35,-4.09
51.3,-7.99,4.63,-1.84
51.4,-4.32,3.33,-1.8443825
52.7,-7.92,4.4,-4.05
52.8,-7.96,5.97,-1.45
52.9,-9.68,10.48,-5.09
53,-8.8,7.34,-4.44
53.1,-8.57,5.78,-3.1
53.2,-5.05,3.02,-1.95
53.3,-6.46,2.14,-1.91
53.4,-9.52,5.09,0.42
53.5,-11.63,6.69,0.5
53.6,-6.35,2.37,-1.84
53.7,-7.23,5.74,-1.26
53.8,-5.74,3.48,-3.63
53.9,-4.63,2.68,-0.73
54,-13.88,4.28,-2.91
54.1,-11.24,10.21,-5.97
54.2,-8.38,5.78,-5.43
54.3,-8.61,5.93,-3.52
54.4,-4.44,1.68,-1.99
54.5,-4.9,0.11,-0.42
54.6,-15.22,3.75,3.21
54.7,-14.3,5.24,-2.6
54.8,-10.33,7.92,-3.44
54.9,-6.23,4.21,-2.91
55,-6.23,3.86,-2.41
55.1,-5.35,3.1,-0.15
55.2,-13.96,5.78,-0.8
55.3,-9.48,8.8,-5.05
55.4,-11.24,6.81,-6.54
55.5,-7,4.9,-1.42
55.6,-2.6,-0.08,-1.11
55.7,-5.39,1.03,-2.33
55.8,-14.92,6.73,3.82
55.9,-8.61,2.37,-4.78
56,-16.29,7.3,-5.2
56.1,-6.31,3.79,-2.79
56.2,-4.67,2.79,-2.72
56.3,-6.62,3.63,-0.96
56.4,-11.21,5.58,0.34
56.5,-11.78,6.23,-6.12
56.6,-9.83,7.04,-7.96
56.7,-9.87,6.23,-2.22
56.8,-3.86,2.41,-0.84
56.9,-7,1.15,-0.15
57,-8.18,4.51,1.49
57.1,-12.54,3.75,-2.64
57.2,-4.93,1.76,-1.53
57.3,-9.6,4.7,-3.06
57.4,-6.08,4.02,-3.63
